City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Ushumun,RU,52.7833,126.5333,48.11,91,75,6.08,broken clouds
460,Ixtapa,MX,20.7,-105.2,87.22,78,40,5.01,scattered clouds
461,Marsabit,KE,2.3284,37.9899,67.46,59,11,22.3,few clouds
462,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,100,75,6.71,broken clouds
463,Meadow Lake,US,34.8014,-106.5436,85.71,30,92,14.7,overcast clouds
464,Lata,PT,40.1629,-8.3327,65.05,96,1,2.28,clear sky
465,Okha,RU,53.5739,142.9478,50.94,78,100,8.37,overcast clouds
466,Ulladulla,AU,-35.35,150.4667,50.88,69,99,9.06,overcast clouds
467,Maraa,BR,-1.8333,-65.3667,84.58,69,100,1.9,overcast clouds
468,Ardakan,IR,32.31,54.0175,81.25,13,0,7.02,clear sky
469,Clarence Town,AU,-32.5833,151.7833,56.98,91,100,5.53,overcast clouds
470,Colac,AU,-38.3333,143.5833,44.62,70,77,4.03,broken clouds
471,Kisoro,UG,-1.2854,29.685,58.03,95,100,2.8,light rain
472,Korla,CN,41.7597,86.1469,60.8,26,0,3.89,clear sky
473,Talalayivka,UA,50.9578,31.9209,55.56,88,71,14.16,light rain
474,Nalgonda,IN,17.05,79.2667,77.23,87,100,6.82,light rain
475,Pacific Grove,US,36.6177,-121.9166,87.57,84,27,7.0,scattered clouds
476,Porto Seguro,BR,-16.4497,-39.0647,75.72,69,20,10.36,few clouds
477,Halifax,CA,44.6453,-63.5724,70.7,89,100,3.0,overcast clouds
478,Fort Nelson,CA,58.8053,-122.7002,54.63,43,99,0.38,overcast clouds
479,Reconquista,AR,-29.15,-59.65,79.03,30,0,7.94,clear sky
480,Karpathos,GR,35.507,27.2132,71.56,68,0,8.05,clear sky
481,Verkhniy Landekh,RU,56.8389,42.5994,47.97,80,100,6.76,light rain
482,Ewa Beach,US,21.3156,-158.0072,83.98,67,9,15.01,clear sky
483,Amlagora,IN,22.8333,87.3333,78.46,89,27,4.56,scattered clouds
484,Roseto Degli Abruzzi,IT,42.6664,14.0227,74.19,44,37,4.12,scattered clouds
485,Henderson,US,36.0397,-114.9819,93.97,30,1,5.75,clear sky
486,Morden,CA,49.1919,-98.1014,80.98,26,90,16.53,overcast clouds
487,Ko Samui,TH,9.5357,99.9357,81.57,75,99,8.1,overcast clouds
488,Puerto Colombia,CO,10.9878,-74.9547,86.09,78,68,15.17,broken clouds
489,Southbridge,US,42.0751,-72.0334,76.08,61,12,3.96,few clouds
490,Grootfontein,NA,-19.5667,18.1167,71.62,14,0,6.6,clear sky
491,Ilhabela,BR,-23.7781,-45.3581,69.21,85,42,1.92,scattered clouds
492,Tiznit,MA,29.5833,-9.5,68.9,58,0,1.43,clear sky
493,Galesong,ID,-5.3166,119.3661,75.22,75,37,5.21,scattered clouds
494,Sumter,US,28.7086,-82.0831,93.11,59,43,6.02,scattered clouds
495,Batticaloa,LK,7.7102,81.6924,80.76,80,99,4.12,overcast clouds
496,Wucheng,CN,29.6008,118.175,72.68,87,89,2.21,overcast clouds
497,Christchurch,NZ,-43.5333,172.6333,51.91,74,20,3.0,light rain
498,Sakakah,SA,29.9697,40.2064,79.48,31,0,6.96,clear sky
499,East Angus,CA,45.4834,-71.6658,70.72,65,99,2.24,overcast clouds
500,Gat,IL,31.61,34.7642,73.81,58,0,7.27,clear sky
501,Nargana,PA,9.4428,-78.5906,83.91,75,97,6.49,overcast clouds
502,Vazante,BR,-17.9869,-46.9078,87.75,25,25,5.91,scattered clouds
503,Dutlwe,BW,-23.9833,23.9,70.99,20,2,9.91,clear sky
504,Ust-Shonosha,RU,61.1531,41.343,44.02,95,100,6.51,overcast clouds
505,Jalingo,NG,8.8833,11.3667,74.77,90,97,2.86,overcast clouds
506,Mabaruma,GY,8.2,-59.7833,84.07,71,17,6.38,few clouds
507,Norman Wells,CA,65.282,-126.8329,35.04,85,100,15.73,overcast clouds
508,Kyaukse,MM,21.6,96.1333,76.82,87,59,2.33,broken clouds
509,Tomatlan,MX,19.9333,-105.25,88.56,65,30,7.47,scattered clouds
510,Nuqui,CO,5.7125,-77.2708,81.43,82,54,9.82,broken clouds
511,Mutsu,JP,41.2894,141.2169,57.27,76,100,5.21,overcast clouds
512,Gimli,CA,50.6336,-96.9907,73.44,34,89,7.18,overcast clouds
513,Nagua,DO,19.3832,-69.8474,89.46,74,45,6.33,light rain
514,Willowmore,ZA,-33.2926,23.4895,61.92,51,14,5.3,few clouds
515,Qeshm,IR,26.9581,56.2719,89.47,76,100,12.35,overcast clouds
516,Santa Fe,AR,-31.6333,-60.7,79.75,36,0,8.01,clear sky
517,Bras-Panon,RE,-20.9967,55.6782,71.22,83,3,13.94,clear sky
518,Yerbogachen,RU,61.2767,108.0108,35.87,83,32,11.95,scattered clouds
519,Koungou,YT,-12.7336,45.2042,74.91,83,0,4.61,clear sky
520,Chichibu,JP,35.9903,139.0764,69.35,99,100,2.91,light rain
521,Iquitos,PE,-3.7481,-73.2472,79.45,72,93,3.83,overcast clouds
522,Tsabong,BW,-26.0217,22.401,70.81,6,8,6.67,clear sky
523,Aquiraz,BR,-3.9014,-38.3911,81.18,80,20,13.8,few clouds
524,Prince Rupert,CA,54.3161,-130.3201,51.89,91,90,3.44,overcast clouds
525,Tautira,PF,-17.7333,-149.15,82.42,78,15,13.62,light rain
526,Pochutla,MX,15.7432,-96.4661,89.82,66,53,6.35,broken clouds
527,Cabedelo,BR,-6.9811,-34.8339,77.63,81,18,14.29,few clouds
528,Barra Patuca,HN,15.8,-84.2833,83.07,79,100,7.96,overcast clouds
529,Key West,US,24.5557,-81.7826,87.01,67,3,6.38,clear sky
530,Batagay,RU,67.6333,134.6333,30.99,91,97,2.68,overcast clouds
531,La Ronge,CA,55.1001,-105.2842,64.26,52,58,6.98,broken clouds
532,Zhob,PK,31.3411,69.4481,76.39,53,0,2.24,clear sky
533,Te Anau,NZ,-45.4167,167.7167,38.7,88,48,1.14,scattered clouds
534,Fare,PF,-16.7,-151.0167,78.26,76,2,8.23,light rain
535,Tessalit,ML,20.1986,1.0114,89.55,8,0,11.68,clear sky
536,Mirnyy,RU,62.5353,113.9611,33.46,87,40,9.82,scattered clouds
537,Wamba,NG,8.9333,8.6,71.08,92,92,1.9,light rain
538,Aginskoye,RU,51.1,114.53,56.3,96,100,12.62,overcast clouds
539,Djenne,ML,13.9061,-4.5533,87.8,39,56,5.57,broken clouds
540,Inuvik,CA,68.3499,-133.7218,32.9,99,100,17.96,light snow
541,Epe,NG,6.5841,3.9834,75.49,91,100,0.45,overcast clouds
542,Port-Cartier,CA,50.0334,-66.8654,58.93,82,87,1.14,overcast clouds
543,Voh,NC,-20.9667,164.7,73.49,60,0,3.02,clear sky
544,Albert Lea,US,43.648,-93.3683,74.41,21,1,10.36,clear sky
545,Rocha,UY,-34.4833,-54.3333,59.58,88,36,6.67,scattered clouds
546,Katangli,RU,51.7102,143.2326,46.81,79,100,13.65,overcast clouds
547,Mahuva,IN,21.0914,71.7622,78.15,86,99,8.5,overcast clouds
548,Santa Maria,BR,-29.6842,-53.8069,65.46,73,0,4.12,clear sky
549,Arroyo,ES,41.6096,-4.7969,58.71,93,75,9.22,broken clouds
550,Druzhnaya Gorka,RU,59.2761,30.1425,49.28,94,100,7.9,overcast clouds
551,Mehamn,NO,71.0357,27.8492,46.87,83,100,7.74,overcast clouds
552,Aranos,NA,-24.1333,19.1167,72.59,16,0,11.21,clear sky
553,Aran,AZ,40.6253,46.9756,67.78,48,92,35.16,overcast clouds
554,Shache,CN,38.4167,77.2406,67.03,20,0,4.45,clear sky
555,Calamar,CO,10.2511,-74.9146,93.94,51,78,1.88,broken clouds
556,Nichinan,JP,31.6,131.3667,71.76,88,77,11.05,broken clouds
557,Meulaboh,ID,4.1363,96.1285,75.88,93,100,9.01,overcast clouds
558,Avare,BR,-23.0986,-48.9258,76.06,45,12,9.15,few clouds
559,Rhyl,GB,53.3196,-3.4886,65.84,91,99,3.58,overcast clouds
560,Khokhlovo,RU,59.1492,37.3998,46.31,98,100,4.43,overcast clouds
561,Tammisaari,FI,59.9736,23.4339,50.9,86,98,13.85,overcast clouds
562,Kantang,TH,7.4054,99.5156,76.33,92,100,3.15,light rain
563,Volchansk,RU,59.9378,60.081,35.56,94,96,5.82,overcast clouds
564,Ostersund,SE,63.1792,14.6357,43.25,93,20,4.61,few clouds
565,Vredendal,ZA,-31.6683,18.5012,57.33,75,89,3.8,overcast clouds
566,Dasoguz,TM,41.8363,59.9666,69.91,35,45,8.57,scattered clouds
567,Kerema,PG,-7.9631,145.7785,77.63,89,52,6.06,broken clouds
568,La Crosse,US,43.8014,-91.2396,69.57,35,40,3.0,scattered clouds
569,Soria,ES,41.6667,-2.6667,55.0,82,63,2.08,broken clouds
570,Leh,IN,34.1667,77.5833,52.93,43,49,5.12,scattered clouds
571,Brae,GB,60.3964,-1.353,53.51,94,98,11.16,overcast clouds
572,General Zuazua,MX,25.9,-100.1167,83.8,46,57,10.8,broken clouds
573,Acapulco,MX,16.8634,-99.8901,84.67,75,99,5.26,overcast clouds
574,Grindavik,IS,63.8424,-22.4338,41.47,75,75,25.32,broken clouds
575,Duldurga,RU,50.6761,113.5931,54.75,97,99,5.01,overcast clouds
576,Kitui,KE,-1.367,38.0106,62.89,87,90,9.95,overcast clouds
577,Braintree,GB,51.8782,0.5529,61.92,92,77,5.57,broken clouds
578,Alta Floresta,BR,-9.8756,-56.0861,94.82,38,20,2.3,few clouds
579,Quang Ngai,VN,15.1167,108.8,74.61,92,92,3.4,overcast clouds
580,Teya,RU,60.3778,92.6267,33.66,92,91,4.76,overcast clouds
581,Motygino,RU,58.1831,94.7592,36.46,95,100,5.26,overcast clouds
582,Kloulklubed,PW,7.0419,134.2556,83.89,73,95,14.05,light rain
583,Patnos,TR,39.2336,42.8634,48.99,55,4,5.08,clear sky
584,Mount Pleasant,US,32.7941,-79.8626,82.0,48,1,1.01,clear sky
585,Salym,RU,60.0625,71.4789,29.44,89,15,4.32,few clouds
586,Yamada,JP,39.4667,141.95,60.13,85,100,5.86,overcast clouds
587,Owando,CG,-0.4819,15.8999,72.21,89,77,3.22,broken clouds
588,Tamuin,MX,21.9833,-98.75,86.86,57,20,4.7,few clouds
589,Honiara,SB,-9.4333,159.95,81.19,78,17,4.47,few clouds
590,Tecoanapa,MX,16.5167,-98.75,85.96,68,81,7.99,broken clouds
591,Kijang,KR,35.2442,129.2139,69.51,76,100,13.71,overcast clouds
592,Orlovskiy,RU,46.8714,42.0592,51.64,80,25,9.31,scattered clouds
593,Marsh Harbour,BS,26.5412,-77.0636,83.71,68,99,4.7,overcast clouds
594,Ilanskiy,RU,56.2358,96.065,34.99,81,100,4.61,overcast clouds
595,Kasongo-Lunda,CD,-6.4667,16.8167,74.35,65,33,3.06,scattered clouds
596,Ryotsu,JP,38.0833,138.4333,65.91,85,100,3.87,overcast clouds
597,Bedele,ET,8.456,36.353,55.26,99,100,3.02,moderate rain
598,Ishigaki,JP,24.3448,124.1572,82.94,78,10,13.04,clear sky
599,Weligama,LK,5.9667,80.4167,78.55,87,95,11.79,overcast clouds
600,Vostok,RU,46.4856,135.8833,45.57,70,100,2.93,overcast clouds
601,Esmeralda,CU,21.8525,-78.1169,87.22,63,76,7.02,broken clouds
602,Alampur,IN,15.8833,78.15,77.09,84,100,5.88,light rain
603,Saint-Joseph,RE,-21.3667,55.6167,70.16,80,18,13.18,few clouds
604,Olafsvik,IS,64.8945,-23.7142,42.04,73,90,39.3,overcast clouds
605,Den Helder,NL,52.9599,4.7593,65.98,94,75,1.99,mist
606,Phan Thiet,VN,10.9333,108.1,76.48,88,100,3.02,overcast clouds
607,Doha,QA,25.2867,51.5333,87.78,70,0,5.75,clear sky
608,Menongue,AO,-14.6585,17.691,66.33,20,0,5.99,clear sky
609,Banjar,ID,-8.19,114.9675,76.91,89,92,3.4,overcast clouds
610,Camacupa,AO,-12.0167,17.4833,68.16,20,10,2.71,clear sky
611,Poum,NC,-20.2333,164.0167,72.39,66,78,7.49,broken clouds
612,Sokolo,ML,14.7328,-6.1219,87.22,43,65,15.03,broken clouds
613,Kailua,US,21.4022,-157.7394,84.02,71,24,17.85,few clouds
614,Kalga,RU,50.9251,118.898,50.83,89,100,5.48,moderate rain
615,College,US,64.8569,-147.8028,34.59,90,75,0.0,snow
616,Ihosy,MG,-22.4,46.1167,59.74,92,59,10.02,broken clouds
617,Pyapon,MM,16.2833,95.6833,75.81,94,93,4.36,moderate rain
618,Altagracia De Orituco,VE,9.8601,-66.3814,81.63,72,69,3.06,broken clouds
619,Ketchikan,US,55.3422,-131.6461,54.01,70,100,1.21,overcast clouds
620,Abalak,RU,58.1286,68.5944,30.58,88,4,5.64,clear sky
621,Naryan-Mar,RU,67.6713,53.087,45.46,78,100,18.75,overcast clouds
622,Husavik,IS,66.0449,-17.3389,39.24,93,100,16.15,overcast clouds
623,Buchanan,LR,5.8808,-10.0467,78.76,83,100,7.52,overcast clouds
624,Kidal,ML,18.4411,1.4078,91.17,9,0,10.58,clear sky
625,Williams Lake,CA,52.1415,-122.1445,53.22,70,100,2.15,overcast clouds
626,Behshahr,IR,36.6923,53.5526,70.5,89,0,0.6,clear sky
627,Guantanamo,CU,20.1444,-75.2092,86.47,66,43,5.91,scattered clouds
628,Broome,US,42.2506,-75.833,72.61,58,20,5.01,few clouds
629,Luanda,AO,-8.8368,13.2343,75.2,83,20,6.91,few clouds
630,Kon Tum,VN,14.35,108.0,68.11,97,100,1.21,overcast clouds
631,Opuwo,NA,-18.0607,13.84,77.32,21,2,3.18,clear sky
632,Hay River,CA,60.8156,-115.7999,52.99,54,4,6.89,clear sky
633,Campbell River,CA,50.0163,-125.2446,66.92,74,75,4.61,broken clouds
634,Coahuayana,MX,18.7333,-103.6833,87.01,69,85,5.3,overcast clouds
635,Bunbury,AU,-33.3333,115.6333,50.81,87,38,5.64,scattered clouds
636,Marzuq,YE,14.4,46.4667,78.3,39,24,4.14,few clouds
637,Gorom-Gorom,BF,14.4439,-0.2361,94.26,27,2,7.36,clear sky
638,Garden City,US,42.3256,-83.331,66.45,53,75,4.0,broken clouds
639,Flinders,AU,-34.5833,150.8552,55.2,73,96,5.99,overcast clouds
640,Vao,NC,-22.6667,167.4833,68.18,59,16,8.72,few clouds
641,Mandapam,IN,9.2833,79.1167,83.89,75,95,15.26,overcast clouds
642,Karratha,AU,-20.7377,116.8463,67.17,54,0,12.17,clear sky
643,Along,IN,28.1667,94.7667,70.57,98,64,2.64,broken clouds
644,Laguna,US,38.421,-121.4238,97.23,36,1,4.0,smoke
645,Las Cruces,US,32.3123,-106.7783,80.47,54,75,3.0,broken clouds
646,Areosa,PT,41.7178,-8.8571,66.33,92,3,4.68,clear sky
647,Coquimbo,CL,-29.9533,-71.3436,59.32,74,1,11.83,clear sky
648,Kinlochleven,GB,56.7115,-4.9661,61.29,93,100,5.01,overcast clouds
649,Ancud,CL,-41.8697,-73.8203,49.21,62,50,14.61,scattered clouds
650,Grants,US,35.1473,-107.8514,64.63,52,90,12.66,light rain
651,Silos,CO,7.2052,-72.7564,54.64,88,98,5.82,overcast clouds
652,Vila Velha,BR,-20.3297,-40.2925,77.97,61,0,14.97,clear sky
653,San Ramon,US,37.7799,-121.978,86.4,50,26,5.99,scattered clouds
654,Brandon,US,27.9378,-82.2859,91.98,65,75,1.99,broken clouds
655,Paciran,ID,-6.8767,112.3761,78.24,85,98,6.53,overcast clouds
656,Oksfjord,NO,70.2396,22.3479,45.52,91,100,5.26,overcast clouds
657,Katobu,ID,-4.9408,122.5276,72.97,93,90,2.8,overcast clouds
658,Sol-Iletsk,RU,51.1631,54.9918,50.14,67,81,7.2,broken clouds
659,Niigata,JP,37.9022,139.0236,61.92,78,100,5.84,overcast clouds
660,Jieshi,CN,22.8134,115.8257,79.14,79,5,14.29,clear sky
661,Tongren,CN,27.7172,109.1853,73.11,88,0,2.82,clear sky
662,Rabaul,PG,-4.1967,152.1721,79.84,79,92,7.63,overcast clouds
663,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.98,74,30,16.28,light rain
664,Martapura,ID,-3.4167,114.85,77.09,100,90,1.14,overcast clouds
665,Moindou,NC,-21.6924,165.677,67.95,65,84,4.61,broken clouds
666,Bonthe,SL,7.5264,-12.505,78.87,84,86,6.76,overcast clouds
667,Malakal,SS,9.5334,31.6605,69.69,98,97,3.4,overcast clouds
668,Tolmachevo,RU,54.9824,82.7363,33.78,100,90,4.47,overcast clouds
669,Bayir,TR,37.2687,28.2167,59.52,39,2,3.76,clear sky
670,Florence,IT,43.7667,11.25,73.54,78,0,2.3,clear sky
671,Kalmunai,LK,7.4167,81.8167,79.75,83,100,5.39,overcast clouds
672,Varazdin,HR,46.3044,16.3378,63.41,80,0,4.97,clear sky
673,Tiguisan,PH,12.8394,121.4605,77.07,88,82,7.65,broken clouds
674,Kamen-Na-Obi,RU,53.7884,81.3423,36.48,95,100,9.4,overcast clouds
675,Parabel,RU,58.6978,81.4825,32.23,99,100,4.43,overcast clouds
676,Eydhafushi,MV,5.1033,73.0708,81.46,80,89,18.41,overcast clouds
677,San Vicente,AR,-26.6167,-54.1333,70.61,39,0,1.95,clear sky
678,Yar-Sale,RU,66.8333,70.8333,32.97,83,11,7.18,few clouds
679,Copiapo,CL,-27.3667,-70.3333,76.87,32,0,6.15,clear sky
680,Dharchula,IN,29.85,80.5333,66.69,87,18,3.78,few clouds
681,Hudiksvall,SE,61.729,17.1036,45.64,81,13,6.2,few clouds
682,Rosario,AR,-32.9468,-60.6393,78.08,41,0,1.01,clear sky
683,Pelotas,BR,-31.7719,-52.3425,64.85,85,99,1.99,overcast clouds
684,Hirara,JP,24.8,125.2833,83.07,79,6,12.84,clear sky
685,Tapes,BR,-30.6733,-51.3958,63.45,80,21,4.79,few clouds
686,Kormilovka,RU,55.0026,74.1028,33.55,82,5,6.64,clear sky
687,Suez,EG,29.9737,32.5263,71.4,68,0,10.0,clear sky
688,Pangnirtung,CA,66.1451,-65.7125,36.95,51,100,2.59,overcast clouds
689,Severo-Yeniseyskiy,RU,60.3725,93.0408,29.25,93,95,5.35,overcast clouds
690,Leova,MD,46.4786,28.2553,58.23,55,6,2.19,clear sky
