City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
390,Rosarito,MX,2021-09-20 03:00:49,32.3333,-117.0333,68.81,72,0,4.36
391,Smithers,CA,2021-09-20 03:00:46,54.7804,-127.1743,47.23,87,99,3.58
392,Isangel,VU,2021-09-20 03:00:50,-19.55,169.2667,75.04,56,26,13.47
393,Luderitz,NA,2021-09-20 03:00:51,-26.6481,15.1594,52.79,85,22,10.47
394,Vannes,FR,2021-09-20 03:00:52,47.8333,-2.5,51.26,95,42,7.29
395,Zitlala,MX,2021-09-20 03:00:53,17.6333,-99.0833,59.14,95,98,3.58
396,Porangatu,BR,2021-09-20 03:00:53,-13.4408,-49.1486,81.14,18,7,0.96
397,Chumikan,RU,2021-09-20 03:00:54,54.7183,135.315,56.97,43,27,14.99
398,Port Hardy,CA,2021-09-20 03:00:55,50.6996,-127.4199,52.21,92,100,3.98
399,Mandan,US,2021-09-20 02:58:32,46.8267,-100.8896,65.01,46,75,20.71
400,Nome,US,2021-09-20 03:00:55,64.5011,-165.4064,39.16,63,99,16.42
401,Longyearbyen,SJ,2021-09-20 03:00:56,78.2186,15.6401,38.86,95,100,6.71
402,Jonesboro,US,2021-09-20 03:00:57,35.8423,-90.7043,71.67,86,79,7.14
403,Saint-Pierre,RE,2021-09-20 03:00:57,-21.3393,55.4781,64.08,66,20,8.05
404,Djibo,BF,2021-09-20 03:00:58,14.1022,-1.6306,84.2,55,48,11.07
405,Goderich,CA,2021-09-20 02:56:57,43.7501,-81.7165,62.92,63,0,5.75
406,Lodja,CD,2021-09-20 03:00:59,-3.4833,23.4333,67.23,94,100,1.05
407,Bairiki,KI,2021-09-20 03:01:00,1.3292,172.9752,82.62,67,5,12.17
408,Lumeje,AO,2021-09-20 03:01:01,-11.55,20.7833,64.63,69,30,4.16
409,Fairbanks,US,2021-09-20 03:00:05,64.8378,-147.7164,49.6,65,45,1.81
410,Khani,GE,2021-09-20 03:01:02,41.9563,42.9566,54.97,65,41,4.25
411,Birjand,IR,2021-09-20 03:01:02,32.8663,59.2211,70.7,20,0,6.31
412,Acari,PE,2021-09-20 03:01:03,-15.4311,-74.6158,63.3,79,100,4.29
413,Mehamn,NO,2021-09-20 03:01:04,71.0357,27.8492,39.15,81,0,9.22
414,Georgetown,MY,2021-09-20 02:56:20,5.4112,100.3354,84.13,78,20,0.0
415,Kiruna,SE,2021-09-20 03:01:04,67.8557,20.2251,38.32,81,90,11.5
416,Chapais,CA,2021-09-20 03:01:05,49.7834,-74.8492,49.82,71,90,8.01
417,Terrace Bay,CA,2021-09-20 03:00:22,48.7834,-87.1,61.16,94,97,9.46
418,Ekibastuz,KZ,2021-09-20 03:01:06,51.6667,75.3667,42.6,55,8,22.1
419,Rawson,AR,2021-09-20 03:01:04,-43.3002,-65.1023,51.26,54,3,2.68
420,Guayabetal,CO,2021-09-20 03:01:07,4.2147,-73.8172,65.05,95,83,4.83
421,Avera,US,2021-09-20 03:01:07,33.194,-82.5271,76.68,81,100,6.55
422,Steinbach,DE,2021-09-20 03:01:07,50.1667,8.5667,56.35,76,90,6.91
423,Moorhead,US,2021-09-20 03:01:08,46.8739,-96.7676,75.97,71,90,8.99
424,Elbrus,RU,2021-09-20 03:01:08,43.2577,42.6443,46.83,94,96,4.45
425,Caravelas,BR,2021-09-20 03:01:09,-17.7125,-39.2481,70.93,86,60,5.08
426,Werda,BW,2021-09-20 03:01:09,-25.2667,23.2833,59.74,23,12,9.44
427,Qui Nhon,VN,2021-09-20 03:01:10,13.7667,109.2333,82.65,75,100,3.02
428,Chilca,PE,2021-09-20 03:01:10,-12.5211,-76.7372,59.85,85,46,8.95
429,Itarema,BR,2021-09-20 03:01:11,-2.9248,-39.9167,78.19,79,31,15.99
430,Les Cayes,HT,2021-09-20 03:01:12,18.2,-73.75,77.31,74,26,3.4
431,Tiszacsege,HU,2021-09-20 03:01:12,47.7,21.0,46.58,80,100,5.82
432,Port Hedland,AU,2021-09-20 03:01:12,-20.3167,118.5667,95.05,5,57,24.16
433,Mayahi,NE,2021-09-20 03:01:13,13.9553,7.6712,81.39,53,1,7.58
434,Camana,PE,2021-09-20 03:01:13,-16.6228,-72.7111,60.51,84,100,7.02
435,Leshukonskoye,RU,2021-09-20 03:01:14,64.8989,45.7622,38.61,70,100,4.38
436,Krylovskaya,RU,2021-09-20 03:01:14,46.3194,39.9711,62.33,87,42,11.34
437,Porosozero,RU,2021-09-20 03:01:15,62.7191,32.727,30.69,96,8,5.55
438,Sosua,DO,2021-09-20 03:01:15,19.7667,-70.5167,76.23,82,12,7.07
439,Garden City,US,2021-09-20 03:01:16,42.3256,-83.331,70.02,71,1,3.44
440,Rocha,UY,2021-09-20 03:01:09,-34.4833,-54.3333,62.17,99,100,5.3
441,Quang Ngai,VN,2021-09-20 03:01:13,15.1167,108.8,83.95,76,100,3.94
442,Fort Nelson,CA,2021-09-20 03:01:17,58.8053,-122.7002,46.27,66,67,3.83
443,Challapata,BO,2021-09-20 03:01:17,-18.9,-66.7667,50.85,54,3,3.58
444,Vanimo,PG,2021-09-20 03:01:17,-2.6741,141.3028,80.29,83,73,4.97
445,Nuuk,GL,2021-09-20 03:00:16,64.1835,-51.7216,34.81,87,100,12.91
446,Cacequi,BR,2021-09-20 02:56:33,-29.8836,-54.825,68.09,97,78,11.99
447,Aztec,US,2021-09-20 03:01:18,36.8222,-107.9929,71.01,31,19,9.4
448,Sao Joao Da Barra,BR,2021-09-20 03:01:19,-21.6403,-41.0511,74.37,86,100,5.17
449,Neiafu,TO,2021-09-20 03:01:19,-18.65,-173.9833,76.5,75,76,17.05
450,Dwarka,IN,2021-09-20 03:01:20,22.2394,68.9678,82.51,80,9,12.17
451,Kolyvan,RU,2021-09-20 03:01:20,55.3053,82.7391,42.06,68,98,15.59
452,Muroto,JP,2021-09-20 03:01:21,33.2833,134.15,78.94,69,28,13.35
453,Sur,OM,2021-09-20 03:01:21,22.5667,59.5289,83.03,68,0,6.15
454,Kloulklubed,PW,2021-09-20 03:01:22,7.0419,134.2556,86.5,75,96,10.74
455,Sorland,NO,2021-09-20 03:01:22,67.667,12.6934,50.88,76,100,15.95
456,Urumqi,CN,2021-09-20 03:01:23,43.801,87.6005,72.55,25,0,8.95
457,Yulara,AU,2021-09-20 03:01:23,-25.2406,130.9889,79.05,19,6,21.56
458,Alexandria,EG,2021-09-20 02:57:39,31.2156,29.9553,76.96,83,0,5.75
459,Oranjemund,NA,2021-09-20 03:01:24,-28.55,16.4333,57.94,68,100,6.6
460,Kahului,US,2021-09-20 03:01:24,20.8947,-156.47,77.97,81,89,14.61
461,Korolevo,UA,2021-09-20 03:01:25,48.1525,23.1366,46.83,91,17,1.21
462,Neepawa,CA,2021-09-20 03:01:25,50.2289,-99.4664,61.81,47,100,12.95
463,Krutikha,RU,2021-09-20 03:01:26,53.9599,81.2093,40.14,74,100,17.07
464,Abu Dhabi,AE,2021-09-20 02:57:15,24.4667,54.3667,86.11,66,0,3.44
465,Olhao,PT,2021-09-20 03:01:27,37.0286,-7.8411,67.89,77,0,3.44
466,Erdaojiang,CN,2021-09-20 03:01:27,41.7764,126.0319,58.82,94,100,3.87
467,Ormara,PK,2021-09-20 03:01:28,25.2088,64.6357,81.27,84,7,15.35
468,Chaplynka,UA,2021-09-20 03:01:28,46.3651,33.5403,52.57,81,65,7.05
469,Sao Jose Da Coroa Grande,BR,2021-09-20 03:01:29,-8.8978,-35.1478,74.17,80,84,6.53
470,Husavik,IS,2021-09-20 03:01:29,66.0449,-17.3389,47.46,77,100,9.93
471,Chivay,PE,2021-09-20 03:01:30,-15.6383,-71.6011,43.45,91,98,2.57
472,Pacific Grove,US,2021-09-20 03:01:30,36.6177,-121.9166,66.81,88,4,8.01
473,Juneau,US,2021-09-20 03:00:10,58.3019,-134.4197,52.84,94,100,2.57
474,Senanga,ZM,2021-09-20 03:01:31,-16.1167,23.2667,66.18,38,5,5.99
475,Tole,UA,2021-09-20 03:01:32,44.7167,33.8167,62.51,72,4,5.55
476,Belyy Yar,RU,2021-09-20 03:01:32,53.6039,91.3903,51.69,66,0,2.24
477,Kentau,KZ,2021-09-20 03:01:33,43.5206,68.5094,61.66,18,0,10.94
478,Sabang,ID,2021-09-20 02:57:02,5.8933,95.3214,80.51,74,100,15.84
479,Ballina,AU,2021-09-20 02:58:31,-28.8667,153.5667,86.04,47,20,17.27
480,Mannarakkat,IN,2021-09-20 03:01:34,10.9833,76.4667,80.15,89,97,1.95
481,Medea,DZ,2021-09-20 03:01:34,36.2642,2.7539,59.45,59,100,3.24
482,Fort Thomas,US,2021-09-20 03:01:35,39.0751,-84.4472,77.14,80,100,2.91
483,Chandrakona,IN,2021-09-20 03:01:35,22.7333,87.5167,79.59,86,97,4.25
484,Porto Novo,BJ,2021-09-20 03:00:32,6.4965,2.6036,76.15,90,100,4.29
485,Anadyr,RU,2021-09-20 03:01:36,64.75,177.4833,37.9,52,0,4.47
486,Gambo,CF,2021-09-20 03:01:36,4.6482,22.2633,67.48,99,32,1.7
487,Troitskoye,RU,2021-09-20 03:01:37,52.9821,84.6757,44.4,61,18,15.39
488,Cockburn Town,TC,2021-09-20 03:01:37,21.4612,-71.1419,82.78,76,84,16.37
489,Tartus,SY,2021-09-20 03:01:38,34.889,35.8866,70.09,66,0,3.76
490,Behbahan,IR,2021-09-20 03:01:38,30.5959,50.2417,83.98,17,0,3.85
491,Togur,RU,2021-09-20 03:01:39,58.3631,82.8265,36.09,95,100,8.97
492,Melita,CA,2021-09-20 03:01:39,49.2681,-100.9967,59.95,42,100,13.15
493,Gamboma,CG,2021-09-20 03:01:40,-1.8764,15.8644,68.81,89,94,1.9
494,Cherskiy,RU,2021-09-20 03:01:40,68.75,161.3,36.27,46,99,9.86
495,Laguna,US,2021-09-20 03:01:41,38.421,-121.4238,75.38,40,1,1.99
496,Linxia,CN,2021-09-20 03:01:41,35.6003,103.2064,62.83,38,0,1.14
497,Turukhansk,RU,2021-09-20 03:01:42,65.8167,87.9833,40.33,91,100,4.45
498,Umm Lajj,SA,2021-09-20 03:01:42,25.0213,37.2685,82.62,56,19,7.0
499,Honiara,SB,2021-09-20 03:01:43,-9.4333,159.95,83.75,72,100,10.04
500,Saryg-Sep,RU,2021-09-20 03:01:43,51.5,95.6,64.31,33,7,3.83
501,Aurillac,FR,2021-09-20 03:01:44,44.9167,2.45,52.05,99,67,1.01
502,Kondinskoye,RU,2021-09-20 03:01:44,59.6481,67.41,36.68,97,100,12.57
503,Berlevag,NO,2021-09-20 03:01:45,70.8578,29.0864,39.2,76,100,24.61
504,Riyadh,SA,2021-09-20 03:00:00,24.6877,46.7219,77.14,20,5,7.96
505,Cayenne,GF,2021-09-20 03:01:46,4.9333,-52.3333,83.08,81,0,3.0
506,Sola,VU,2021-09-20 03:01:46,-13.8833,167.55,78.69,77,55,24.16
507,Klaksvik,FO,2021-09-20 03:01:46,62.2266,-6.589,50.92,88,40,21.3
508,Jacareacanga,BR,2021-09-20 03:01:47,-6.2222,-57.7528,75.79,73,7,0.51
509,Palmas,BR,2021-09-20 02:58:45,-10.2128,-48.3603,80.47,44,6,3.44
510,Plymouth,US,2021-09-20 03:01:47,41.8334,-70.8328,61.81,91,1,0.0
511,Bosaso,SO,2021-09-20 03:01:48,11.2842,49.1816,89.58,49,55,8.95
512,Nassjo,SE,2021-09-20 03:01:49,57.6531,14.6968,43.72,85,100,6.67
513,Sao Gabriel Da Cachoeira,BR,2021-09-20 03:00:25,-0.1303,-67.0892,75.24,87,61,0.85
514,Oudtshoorn,ZA,2021-09-20 03:01:50,-33.5907,22.2014,51.31,92,3,2.28
515,Malilipot,PH,2021-09-20 03:01:50,13.3188,123.7385,84.9,72,100,5.17
516,Karasuk,RU,2021-09-20 03:01:50,53.7377,78.0403,39.51,83,100,17.54
517,Nicoya,CR,2021-09-20 03:00:35,10.1483,-85.452,76.23,90,100,3.15
518,Nouakchott,MR,2021-09-20 03:01:51,18.0858,-15.9785,82.33,67,11,13.33
519,Ranau,MY,2021-09-20 03:01:52,5.9538,116.6641,79.45,66,91,0.83
520,Stromness,GB,2021-09-20 03:01:52,58.965,-3.296,49.96,87,0,8.19
521,Mackenzie,CA,2021-09-20 03:00:46,55.2999,-123.1698,42.58,95,99,2.53
522,Bograd,RU,2021-09-20 03:01:53,54.2344,90.8328,49.75,69,100,17.45
523,Vysokogornyy,RU,2021-09-20 03:01:54,50.1167,139.15,53.2,46,4,16.44
524,Magistralnyy,RU,2021-09-20 03:01:54,56.1725,107.4458,61.43,53,50,3.49
525,Angoche,MZ,2021-09-20 03:01:55,-16.2325,39.9086,71.24,66,60,10.2
526,La Sarre,CA,2021-09-20 03:01:55,48.8002,-79.1996,58.73,56,60,12.19
527,Victoria Point,AU,2021-09-20 03:01:56,-27.5833,153.3,88.48,66,1,5.01
528,Saint-Augustin,CA,2021-09-20 03:01:56,51.226,-58.6502,46.13,55,0,10.92
529,Cardston,CA,2021-09-20 03:00:24,49.2,-113.3019,50.47,65,89,11.88
530,Islamkot,PK,2021-09-20 03:01:57,24.6997,70.177,84.74,71,69,11.52
531,Cortez,US,2021-09-20 03:01:58,37.3489,-108.5859,67.51,75,7,4.12
532,Illapel,CL,2021-09-20 03:01:58,-31.6308,-71.1653,48.83,92,9,1.63
533,Sarangani,PH,2021-09-20 03:01:59,5.4033,125.4636,81.03,72,100,10.87
534,Kijang,KR,2021-09-20 03:01:59,35.2442,129.2139,74.03,77,100,9.13
535,Shelby,US,2021-09-20 03:02:02,35.2001,-89.8668,75.29,95,51,1.01
536,Kashi,CN,2021-09-20 03:02:03,39.4547,75.9797,78.08,16,0,2.24
537,Rosita,NI,2021-09-20 03:02:05,13.9268,-84.4032,73.71,98,100,1.03
538,Melfi,IT,2021-09-20 03:02:05,40.9965,15.6514,67.23,89,99,6.06
539,Siavonga,ZM,2021-09-20 03:02:06,-16.5382,28.7088,65.84,68,0,6.93
540,Ketchikan,US,2021-09-20 03:02:07,55.3422,-131.6461,50.68,94,37,4.29
541,Arlit,NE,2021-09-20 03:02:11,18.7369,7.3853,88.11,12,30,6.35
542,Porbandar,IN,2021-09-20 03:02:11,21.6422,69.6093,80.58,89,40,4.61
543,Pahrump,US,2021-09-20 03:02:12,36.2083,-115.9839,85.1,20,0,5.01
544,Colimes,EC,2021-09-20 03:02:12,-1.55,-80.0167,75.58,69,96,7.56
545,Coquimbo,CL,2021-09-20 03:01:43,-29.9533,-71.3436,53.89,82,1,6.38
546,Olafsvik,IS,2021-09-20 03:02:13,64.8945,-23.7142,49.77,90,100,11.34
547,Praia Da Vitoria,PT,2021-09-20 03:02:13,38.7333,-27.0667,68.76,78,56,10.87
548,Ornskoldsvik,SE,2021-09-20 03:02:13,63.2909,18.7153,43.75,87,90,3.44
549,Codrington,AU,2021-09-20 03:02:14,-38.2667,141.9667,48.02,79,100,23.53
550,Grand Gaube,MU,2021-09-20 03:02:14,-20.0064,57.6608,67.37,64,30,3.0
551,Waihi,NZ,2021-09-20 03:02:15,-37.3833,175.8333,61.99,62,31,11.3
552,Brae,GB,2021-09-20 03:02:15,60.3964,-1.353,53.51,91,3,12.28
553,Bria,CF,2021-09-20 03:02:16,6.5423,21.9863,67.6,97,100,2.39
554,Medford,US,2021-09-20 03:02:16,42.3265,-122.8756,62.33,68,1,1.01
555,Half Moon Bay,US,2021-09-20 03:02:17,37.4636,-122.4286,69.89,86,20,1.01
556,Ulladulla,AU,2021-09-20 03:02:17,-35.35,150.4667,76.1,36,0,11.77
557,Ponta Do Sol,PT,2021-09-20 03:02:18,32.6667,-17.1,72.23,72,53,5.79
558,Guanajuato,MX,2021-09-20 03:02:18,21.0186,-101.2591,61.32,86,99,3.0
559,Nizhniy Kuranakh,RU,2021-09-20 03:02:19,58.8353,125.4869,42.94,73,100,3.96
560,Kisangani,CD,2021-09-20 03:00:23,0.5167,25.2,67.08,99,97,0.69
561,Port Blair,IN,2021-09-20 03:02:20,11.6667,92.75,83.91,73,100,5.7
562,Balsas,BR,2021-09-20 03:02:20,-7.5325,-46.0356,84.56,32,73,2.68
563,Kamensk-Uralskiy,RU,2021-09-20 03:02:21,56.4185,61.9329,33.39,79,16,12.82
564,Aleksandrov Gay,RU,2021-09-20 03:02:22,50.147,48.5704,47.03,40,74,12.64
565,Tamworth,GB,2021-09-20 03:02:22,52.634,-1.6959,53.38,89,6,1.01
566,Rodez,FR,2021-09-20 03:02:22,44.5,2.5833,55.08,100,90,8.05
567,Hamilton,US,2021-09-20 03:00:30,39.1834,-84.5333,77.72,79,100,2.75
568,Guanambi,BR,2021-09-20 03:00:28,-14.2233,-42.7814,72.7,39,11,5.59
569,Salym,RU,2021-09-20 03:02:23,60.0625,71.4789,35.64,98,100,9.26
570,Teahupoo,PF,2021-09-20 03:02:24,-17.8333,-149.2667,75.16,79,38,16.02
571,Tukrah,LY,2021-09-20 03:02:24,32.5341,20.5791,81.97,36,0,3.27
572,Surt,LY,2021-09-20 03:02:25,31.2089,16.5887,81.64,42,0,10.78
573,Puerto Carreno,CO,2021-09-20 02:59:06,6.189,-67.4859,77.49,87,67,3.22
574,Diffa,NE,2021-09-20 03:02:25,13.3154,12.6113,81.82,45,13,8.1
575,Jalu,LY,2021-09-20 03:02:26,29.0331,21.5482,79.74,35,0,8.23
576,Saint-Francois,FR,2021-09-20 03:02:26,46.4154,3.9054,59.47,100,90,8.05
577,Makungu,TZ,2021-09-20 03:02:27,-8.7333,35.2833,60.12,91,61,3.83
578,Dicabisagan,PH,2021-09-20 03:02:27,17.0818,122.4157,87.96,63,99,4.54
579,Homestead,US,2021-09-20 03:02:21,25.4687,-80.4776,82.0,89,1,3.44
580,Mahon,ES,2021-09-20 03:02:28,39.8885,4.2658,66.76,77,20,3.44
581,Sioux Lookout,CA,2021-09-20 03:02:28,50.1001,-91.917,70.61,82,100,14.58
582,Ambon,ID,2021-09-20 03:01:52,-3.6954,128.1814,78.94,94,75,6.91
583,Almeirim,BR,2021-09-20 03:02:29,-1.5233,-52.5817,77.45,80,93,4.63
584,Vasai,IN,2021-09-20 03:02:29,19.47,72.8,77.09,82,42,6.58
585,Hovd,MN,2021-09-20 03:02:30,48.0056,91.6419,65.77,31,42,7.52
